Column1;;;;;;;;;;
"Pour - dark as night and inky, very atramentous. Rather light in carbonation which seems pretty par for the course when it comes to strong barrel-aged ales. Once things settle in the glass its merely a black liquid with a super thin ring of off-white foam encircling the glass.	 	Aroma - the first thing that hits my nose is the dark roasted malt and coffee ground aromas. Once those fade I catch some faint hints of vanilla and cream. Smells very much like a shot of espresso with a sugar cube in it. 	 	Taste - one sip and the smoothness of barrel aging is apparent. This is like sipping half and half as far as the texture goes. Lots of dark roasted flavors are there along with some sweet vanilla and some tangy bourbon-esque flavors. Very easy on the lips and tongue and quite delicious. 	 	Overall - not an overly strong bourbon flavor but to me thats okay. Its there but very light however the softness of this beer really shines and we can thank the wood for that. Some vanilla and tannin flavors but the roasty, dark coffee flavors seem to take center stage. I really enjoyed this for what it was with no premonitions whatsoever. 	 	Would I buy more of it? - I probably would. If I am every traveling through Kentucky I'll definitely look for it. Thanks goes out to BEERchitecht for hooking me up!";;;;;;;;;;
"Appearance: poured a rich, cloudy , darker orange with a creamy offwhite head of half an inch.		Smell: Mmm fruity and citrusy hops abound. Lots of different sweet fruit like pear , mango etc mix with sweet malt , lots of citrusy hops and a bit of pine.		Taste: Lots of hop flavor and a huge maltiness. Hops are citrus , a bit oily and resinous , pine , pear , pinneapple, and slightly earthy. As strong as the hops are , the malt sweeps in with massive presence. Sweet bread and caramel steal the hops thunder in this tasting. Awsome balance and lingering aftertaste.		Mouthfeel: very viscous and smooth.		Drinkability: I am very surprised by this brew. It really shows how varied the DIPA style is. The malt is very impressive , and the fruity complexity is awsome. It also has that DIPA hop kick , this one just balances out the hops alot more. Could pass as a hoppy barleywine in my book.";;;;;;;;;;
12oz bottle in my Bell's tulip. Appearance is very nice, light strawberry red with small white head. Not much aroma. Taste is tart cherries with a dry finish. If it had any earthiness, it would be like your run of the mill kriek. Mouthfeel is very light, maybe almost too thin.;;;;;;;;;;
12 oz poured into tulip;;A: Light golden hue mixed with burnt orange. Hazy. Huge head when first poured which settles down rather quickly.;;S: Citrus and pine combine with pineapple and mango. Smells amazing. Not overly powerful.;;T: HOPS FORWARD! Dang this is a powerful hop bomb! Tastes just like it smells - pine and citrus. Nice balance to it as well with the sweet malt coming on gently after the initial hop bitterness.;;M: Medium bodied and the hops just linger on the tongue.;;D: There's a hint of alcohol. I like this beer and wish it was available locally!
"The beer poured into the glass clear deep brownish amber with a tan and long lasting head which laced the glass.		The aroma was smoky with a strong smoked meat inspiration. The smoke was prevalent and led the charge with a summer sausage aromatic. Behind that was some malt complexity but it was difficult to dicern and more difficult to describe.		The flavor was malty with a light tinny and metallic flavor. The hops were present and were a bit grassy and lightly spicy. The flavor was once again smoke, but not at an overdone level. The malt could shine through and the flavor was definitely that of a bock with some dark fruits pulling their weight.		The finish was dry with a lasting hop impression and smoke long into the aftertaste. The body was medium and the carbonation level was moderate with an awesome creamy texture. A great beer!		16.9 ounce bottle. Bottle says 6.5% ABV.";;;;;;;;;;
I thought I wouldn't have a beer this week that would rate above a B, but this one is really good. I might be a bit partial, seeing this beer comes from my hometown, (I did not know it until I tasted it and got curious about where it was brewed), but that withstanding, this is a good, unique beer. This is about to be my favorite style. This brew gave me about a one finger head of light brown suds and finally faded after about two minutes, the color is a rich dark amber-red rating a 26 on the SRM chart. The smell of apple, grapefruit, currant, rye, caramel, sweet malt, and raspberry are the strongest smells, with a hint of clover. This is a wonderful flavor far from your run of the mill brew. This beer has the flavor of grapefruit, berries, apple, malt, and finishes with a great bitter flavor of hops. The more I drink of this the better I like it. I am so glad I have access to this in the south. Feels like cream in my mouth, nice tingle and buzz as it passes over my tongue and down my throat. I only bought one bottle of this, but it sure won't be my last, and next time it will be in bigger quantities. For sure I will share this with my friends, I am sure some will not like it as much as I, but that is why we are all individuals.;;;;;;;;;;
Poured into a pint glass. Very dark amber almost brown. Nice cream white caremel head with some good sized bubbles and decent lace.;;Smells Hoppy like an IPA with a hint of some extra hidden goodness.;;And in the taste it is revealed. Rye. Very nice blend inside this liquid. Kudos to the brewer on this one. The warmer it gets the danker it is.;;Such a good beer. Don't know why isn't more popular.;;;;
"Thanks to weibull for this 12 oz bottle.		A: The brown ale is a dark hue, looking black throughout my glass except for at the base of the tumbler. There, a caramel brown color emerges. A small head on successive pours yielded no lacing.		S: Sweet caramel and toffee drive the malty side of the ale. From the hops side, nothing to report other than a balancing presence.		T: Man, this one surprised me (much like Negro Modelo, must be these darker Mexican cervezas). A bold caramel and toffee flavor greeted me upfront, sweet and lingering. As the malts fade, mild hops fill the void, balancing out the syrupy flavors. As a result, this isn't cloying. And I am very impressed.		M: The mouthfeel is dominated by the malts, but the toffee and caramel are a great one-two punch. Lingering chocolate, mild as it is, only serves to up the good taste.		D: More, please. I was expecting a ho-hum ale but the full malty flavor keeps me coming back. A real surprise from Cucap.";;;;;;;;;;
"Appearence: Dark, with red highlights. Big, rocky head. Aroma: Malt caramel, also substantial spices. Flavor: Interesting balance; fairly dark malt beer which is balanced by substantial spiciness. Finish: Finish very dried out by spiciness, adding to the drinkability.";;;;;;;;;;
"Thanks goes out to a few great traders who have sent me this one 	The bottle poured into a tulip glass produced a large two fingers worth of tan head on top of a thick jet black body 		Aromas of dark chocolate, coffee, and oats with a nice background of caramel and vanilla this has one of the best smells of any stout I have tried 		These tastes like you are eating a big dark chocolate bar while drinking a great cup of espresso with just enough caramel sweetness	To keep things from being overly bitter 		It poured like molasses nice and thick in the mouth as well with just enough carbonation to keep things interesting 		One a night would be my max on this one, but I wouldn't mind drinking this a few nights in a row. A great all around stout";;;;;;;;;;
"33 cl brown bottle with a best before date on the back label.		Appearance: Blunt brown hue, slightly hazy with a decent formed lace on top.		Smell: Whiff of coffee, star anise, bitter orange and carob. Smells a little like a chocolate orange candy.		Taste: Star anise is a bit strong and when it mixes with the crisp carbonation it helps to intensify the bite, roasted malt flavour is light but adds substantial depth and a carob / coffee flavour. Wood like flavours pucker the mouth a bit, very mild tartness as well. Evident orange peel and a modest hop bitterness help balance out some the malt sweetness. Alcohol grows in a cradling warmth and adds a layer of dark ripe fruit to the palate.		Mouthfeel: Lush smoothness with a long creaminess on sturdy medium body.		Drinkability & Notes: Very bold with a full array of complexities, the spiciness cleanses the palate to get it ready for an other sip. Paired well with some three pepper braised beef tenderloins.		Thanks to D & V International for the sample. http://www.specialtybeer.com";;;;;;;;;;
